aX,aY,aZ,gX,gY,gZ
-2.247,1.687,-0.686,-0.201,-0.166,0.080
-4.014,2.514,-0.044,-0.232,-0.450,0.104
-2.292,1.711,-0.652,-0.402,-0.396,0.002
-3.595,2.254,-0.080,-0.208,-0.112,0.053
-1.663,1.589,-0.530,-0.394,-0.690,-0.053
-1.708,1.800,-0.330,-0.119,0.221,0.062
-3.384,2.350,0.209,-0.358,-0.675,-0.040
-1.037,1.488,-0.190,-0.307,-0.095,-0.056
-2.180,1.900,-0.134,-0.104,0.157,0.022
-1.737,1.705,0.063,-0.289,-0.062,-0.033
-2.184,1.771,-0.036,-0.110,0.232,-0.005
-1.662,1.535,-0.105,-0.340,-0.237,-0.086
-1.164,1.520,-0.060,-0.011,0.377,0.027
-2.163,1.851,0.225,-0.403,-0.192,-0.065
-0.790,1.229,-0.502,-0.165,0.196,-0.016
-2.614,1.900,0.236,-0.202,0.084,-0.008
-0.952,1.326,-0.482,-0.160,0.070,-0.013
-1.676,1.508,-0.018,0.010,0.463,0.073
-1.499,1.520,-0.135,-0.194,0.027,-0.005
-1.610,1.584,-0.200,-0.078,0.334,0.042
-1.991,1.808,0.083,-0.285,-0.090,-0.025
-1.148,1.325,-0.425,-0.107,0.238,0.017
-2.387,1.894,0.342,-0.174,0.112,-0.001
-1.259,1.347,-0.418,-0.202,0.072,-0.009
-1.706,1.705,0.010,0.003,0.323,0.058
-1.611,1.686,-0.105,-0.178,0.110,-0.002
-1.633,1.696,-0.445,-0.043,0.276,0.010
-2.063,1.994,0.084,-0.170,0.033,-0.017
-1.446,1.598,-0.200,-0.117,0.217,-0.015
-2.330,2.030,0.186,-0.188,0.069,-0.016
-1.322,1.464,-0.254,-0.258,-0.008,-0.046
-1.915,1.760,-0.012,-0.038,0.290,0.036
-1.453,1.629,0.005,-0.179,0.023,-0.031
-1.833,1.773,-0.002,-0.149,0.233,-0.003
-1.733,1.800,-0.018,-0.281,-0.012,-0.050
-1.398,1.468,-0.390,-0.106,0.200,-0.014
-2.271,2.169,0.401,-0.244,0.022,-0.008
-1.211,1.241,-0.473,-0.325,-0.056,-0.017
-1.676,1.791,0.035,0.016,0.372,0.043
-1.688,1.640,0.049,-0.288,-0.041,-0.028
-1.381,1.587,-0.256,-0.127,0.237,0.007
-1.912,1.714,-0.068,-0.192,0.076,0.014
-1.414,1.568,-0.123,-0.159,0.130,-0.005

-2.840,2.345,-0.670,0.930,3.568,0.527
-3.681,2.496,-0.763,0.945,3.697,0.520
-4.797,2.771,0.013,0.919,3.786,0.445
-6.995,2.412,-1.628,1.066,4.870,0.414
-8.226,4.033,-2.764,0.034,3.289,-0.051
-6.128,2.750,-4.690,0.277,3.398,0.195
-6.572,2.066,-5.209,0.216,2.398,0.504
-8.529,3.408,-6.274,0.457,1.453,0.098
-8.252,4.143,-5.134,0.201,0.724,-0.297
-8.108,3.418,-5.903,0.064,0.517,-0.155
-7.579,3.440,-6.197,0.047,0.058,-0.269
-7.902,3.984,-5.549,0.274,0.574,0.072
-8.957,3.780,-5.461,-0.048,0.153,-0.104
-7.669,3.341,-6.092,-0.062,0.069,-0.074
-8.529,3.958,-5.359,-0.048,0.174,0.068
-8.763,3.706,-5.558,-0.333,-0.180,-0.126
-7.733,3.309,-6.068,-0.145,0.116,0.094
-8.758,3.758,-5.739,-0.095,0.032,0.138
-8.080,3.637,-5.793,-0.238,-0.001,0.020
-8.052,3.420,-6.144,0.034,0.584,0.291
-8.970,4.198,-5.829,-0.047,0.155,0.173
-8.353,3.937,-6.015,-0.279,-0.053,-0.107
-7.892,3.670,-6.262,-0.170,0.017,-0.052
-8.436,4.046,-5.709,-0.095,0.151,0.040
-8.872,4.089,-5.447,-0.271,-0.215,-0.164
-7.549,3.531,-5.705,-0.318,-0.157,-0.177
-8.228,3.733,-5.543,-0.022,0.432,0.167
-8.750,4.073,-5.449,-0.159,0.142,0.012
-7.936,3.697,-5.866,-0.167,0.186,-0.005
-8.343,3.840,-5.801,-0.157,0.112,-0.023
-8.150,3.716,-5.795,-0.165,0.111,-0.043
-8.380,3.818,-5.856,-0.108,0.178,-0.028
-8.103,3.810,-5.747,-0.117,0.121,-0.046
-8.102,3.762,-5.691,-0.093,0.276,0.004
-8.294,3.839,-5.806,-0.084,0.175,-0.036
-8.124,3.796,-5.811,-0.124,0.180,-0.038
-8.426,3.790,-5.799,-0.129,0.138,-0.058
-8.157,3.783,-5.677,-0.135,0.154,-0.038
-8.325,3.819,-5.748,-0.155,0.130,-0.030
-8.247,3.802,-5.975,-0.146,0.124,-0.047
-8.313,3.825,-5.739,-0.145,0.130,-0.029
-8.262,3.838,-5.801,-0.149,0.197,-0.020
-8.290,3.822,-6.056,-0.102,0.171,-0.041
-8.186,3.820,-5.868,-0.141,0.152,-0.041
-8.165,3.766,-5.856,-0.116,0.215,-0.018
-8.396,3.790,-5.833,-0.080,0.242,0.002
-8.037,3.791,-5.874,-0.180,0.155,-0.026
-8.459,3.779,-5.850,-0.140,0.162,-0.009
-8.296,3.880,-5.711,-0.149,0.124,-0.009
-8.498,3.748,-5.820,-0.208,0.097,-0.020
-8.122,3.820,-6.086,-0.160,0.173,0.021
-8.432,3.966,-6.009,-0.179,0.140,-0.004
-8.100,3.834,-6.068,-0.193,0.145,0.011
-8.264,3.882,-6.129,-0.110,0.156,0.024
-8.333,3.812,-5.891,-0.141,0.159,0.005
-8.182,3.800,-5.978,-0.144,0.215,-0.008
-8.727,3.974,-5.975,-0.114,0.124,-0.017
-8.313,3.831,-5.668,-0.232,0.042,-0.074
-8.739,3.944,-5.737,-0.230,0.092,-0.044
-9.826,4.349,-5.112,-0.474,-0.731,-0.273
-11.146,4.667,-4.363,-1.278,-3.439,-1.024
-9.661,3.785,-5.028,-2.115,-7.148,-1.799
0.330,1.077,-4.530,-1.530,-6.610,-1.010
1.439,-0.047,-1.524,0.020,-1.507,0.408
-3.012,2.082,0.535,-0.587,-1.755,0.218
0.211,0.742,-0.577,-0.234,-0.454,0.233
-1.494,1.203,0.115,-0.071,0.286,0.197
-1.302,1.251,0.138,0.096,0.482,0.174
-2.149,1.528,0.375,0.049,0.600,0.077
-1.695,1.458,0.121,-0.046,0.439,-0.006
-2.520,1.608,0.212,-0.071,0.513,-0.029
-1.330,1.113,-0.609,-0.135,0.094,-0.111
-0.887,1.293,0.002,0.083,0.648,0.048
-2.555,1.793,0.244,-0.246,0.055,-0.037
-1.203,1.323,-0.336,-0.106,0.360,0.048
-3.328,2.143,0.594,-0.196,0.080,0.067
-1.365,1.243,-0.627,-0.377,-0.280,-0.018
-1.232,1.323,-0.310,-0.005,0.540,0.133
-2.647,1.816,-0.105,-0.183,0.091,0.051
-1.601,1.518,-0.321,-0.093,0.226,0.055
-2.844,1.791,-0.109,-0.080,0.269,0.074
-1.897,1.632,-0.186,-0.051,0.245,0.007
-2.759,1.955,-0.062,-0.100,0.265,0.029
-1.906,1.630,-0.294,-0.232,-0.047,-0.029
-2.201,1.755,-0.198,-0.074,0.280,0.013
-2.030,1.806,0.163,-0.238,-0.033,-0.029
-1.797,1.539,-0.242,-0.155,0.213,0.012
-2.563,1.954,0.092,-0.244,-0.016,-0.034
-1.514,1.434,-0.382,-0.205,0.092,-0.016
-2.533,1.869,0.110,-0.124,0.192,0.024
-1.805,1.512,-0.469,-0.228,0.008,-0.043
-1.921,1.745,0.062,-0.061,0.306,0.028
-2.192,1.717,-0.007,-0.323,-0.066,-0.043
-1.541,1.332,-0.644,-0.145,0.157,-0.021
-2.550,1.918,0.157,-0.098,0.227,0.020
-1.689,1.538,-0.217,-0.209,0.060,-0.043
-2.024,1.648,-0.300,-0.075,0.244,0.022
-1.938,1.603,-0.030,-0.206,0.014,-0.023
-1.742,1.569,-0.265,-0.155,0.201,0.006
-2.110,1.603,-0.463,-0.131,0.063,-0.015
-1.969,1.675,0.107,-0.121,0.173,0.012
-2.333,1.829,0.103,-0.208,0.084,-0.027
-1.648,1.555,-0.395,-0.149,0.088,-0.025
-2.230,1.785,0.101,-0.103,0.242,0.003
-1.945,1.664,0.055,-0.231,0.042,-0.049
-1.761,1.629,-0.323,-0.114,0.192,-0.011
-2.012,1.723,0.074,-0.267,0.013,-0.031
-1.617,1.459,-0.405,-0.161,0.178,0.000
-2.095,1.790,-0.098,-0.138,0.103,0.009
-1.913,1.638,-0.024,-0.257,0.091,-0.006
-1.908,1.772,-0.231,-0.162,0.165,0.018
-1.742,1.501,-0.376,-0.133,0.112,-0.019
-2.045,1.786,0.071,-0.146,0.198,0.001
-1.826,1.560,-0.283,-0.244,0.026,-0.044
-1.676,1.547,-0.194,-0.090,0.214,0.010
-2.258,1.772,0.305,-0.204,0.106,-0.019
-1.531,1.535,-0.279,-0.198,0.126,-0.028
-2.108,1.720,-0.059,-0.143,0.140,0.007
-1.718,1.505,-0.220,-0.172,0.114,-0.035

